"author","title","post_time","like","hate","article"
"coooooo","[新聞] 金球獎／「寄生上流」奪最佳外語片！","Mon Jan  6 10:56:38 2020","467","183","媒體名稱：聯合報
新聞連結：https://money.udn.com/money/story/5599/4269907
新聞全文：
記者黃保慧／即時報導
南韓夯片「寄生上流」在去年奪下坎城金棕櫚最佳影片，今天再度拿下第77屆金球獎「最
佳外語片」，成為南韓首部奪獎電影，叫好又叫座，在典禮上備受矚目。
導演奉俊昊一上台接獲獎項，先開心用英文分享得獎喜悅，接著開玩笑說：「我是最佳外
語片得主，所以我有帶翻譯來。」他表示能和其他外語片同獲提名相當榮幸，最後自己用
英文說，「外語片共通的語言就是電影」。
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.8.211.149 (臺灣)
"
"F17","[新聞] MOMO公開戀愛首露面 成員保護「麥克風直","Sat Jan  4 22:10:04 2020","607","75","MOMO公開戀愛首露面　成員保護「麥克風直接跳過」！子瑜洩過韓式新年
https://star.ettoday.net/news/1617493
 ETtoday星光雲 2020年01月04日 15:34
 記者吳孟庭／綜合報導
 南韓今（4日）晚間將舉辦金唱片第一天音源部門頒獎典禮，下午女團TWICE走上紅毯，也
 是成員MOMO爆出與Super Junior希澈戀愛之後首度露面，她以俐落直髮美翻全場，但可惜
沒有發言說話，倒是子瑜受訪講了自己遵循南韓傳統，在新年喝了年糕湯。
 TWICE以裸膚色成套洋裝走上紅毯，Sana特別暗示這身服裝跟今晚表演相關。而子瑜則受
 訪時被問了有沒有喝年糕湯，因為南韓傳統要在元旦喝年糕湯，象徵長了一歲，她一開始
 說沒有，但後來似乎理解了問題才趕緊改口說，「喝了喝了！」
 不過這次踏上紅毯上只有7人，扣掉正在休養的Mina，還少了彩瑛，隊長志效解釋彩瑛現
在有點不舒服，所以才無法一起走紅毯，希望大家今年都健健康康。也因為被問到今年鼠
 年，Sana跟定延居然在紅毯即興考志效做出「鼠年」的二行詩，脫稿演出十分親民。
 然而主持人在前面訪問TWICE師妹團ITZY時，還特別讓未發言的成員對麥克風說說話，但
 到了TWICE，6人都有拿起麥克風受訪，就只有MOMO沒有發言，主持人也刻意一直詢問，「
是否還有成員想要對粉絲說話？」
不過看得到成員傳遞麥克風時，似乎刻意跳過MOMO，疑似想保護最近公開戀愛的她，受訪
 時也集體炒熱氣氛，團員的好感情可見一斑。而MOMO戀情曝光首度公開露面，也以微笑面
 對鏡頭，十分敬業。

 https://cdn2.ettoday.net/images/4624/d4624734.jpg
 ▲▼MOMO（上圖右）公開戀愛首露面，與成員踏上紅毯。（圖／翻攝自vlive）
 https://cdn2.ettoday.net/images/4624/d4624736.jpg
https://cdn2.ettoday.net/images/4624/d4624735.jpg
 ▲子瑜透露自己入境隨俗，喝了新年的年糕湯。（圖／翻攝自vlive）
 https://cdn2.ettoday.net/images/4624/d4624737.jpg
 ▲▼成員疑似保護MOMO，受訪時麥克風直接跳過。（圖／翻攝自vlive）
 https://cdn2.ettoday.net/images/4624/d4624738.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.163.160.180 (臺灣)
"
"duise","[新聞] 點讚反送中遭陸封殺！沉寂一個多月…始源","Fri Jan  3 14:46:29 2020","354","102","媒體名稱：
SETN
新聞連結：
https://pse.is/NV2QL
記者姓名：
娛樂中心／綜合報導
新聞全文：
向來關心社會議題的SUPER JUNIOR成員始源，去年11月底時在推特按讚了韓媒《朝鮮日報
》的一則新聞，新聞標題為「被香港警察射擊的21歲青年：我能因子彈而死，但信念殺不
死」，被網友截圖上傳後，引發中國網友，轟他「港獨」，「崔始源」這3個字還登上了
微博熱搜榜，他的中國後援會也因此慘遭關閉，透露：「關於愛國，我們不會有絲毫的退
讓。」之後，始源發文道歉仍無法平息中國網友怒火，事件沉寂了一個多月的時間，昨（
2日），始源也首度在微博出聲了。
始源透過微博向粉絲們問好：「各位和心愛的人年末都過的好嗎？由於年末年初比較忙，
請原諒我現在才向各位問好。」提到新年之初獲得獎項，覺得自己很幸運的同時，也向支
持她的粉絲表達感謝。
提到先前的按讚風波，始源表示：「2019年裡，我有過不成熟的舉動，雖受到了很多指責
，但也多虧各位的寬容，讓我更加成長了。2020年還請各位多多關照。」
▲始源沉寂一個多月首發聲。
文章曝光後，不少粉絲紛紛湧入留言區向始源拜年，但仍有部分粉絲對始源相當不諒解，
「不好意思，並沒有寬容！」、「不黑你也不粉你！回你的韓國去吧，沒有原諒你！」、
「評論怎麼了？前段時間你們不是很有自尊嗎？」、「怎麼著？跨個年把記憶都跨沒了？
」
心得或評論(選填)：
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 36.231.54.34 (臺灣)
"
"manmani","[新聞] 梁俊日見面會 像禮物一樣的","(Sugar Man)時間Wed Jan  1 20:47:13 2020","330","187","回歸的梁俊日,流淚的粉絲見面會...像禮物一樣的時間,""希望在韓國生活""
歌手梁俊日和粉絲一起度過新年。
12月31日下午,梁俊日在首爾世宗大學大洋廳舉行粉絲見面會""梁俊日的禮物""。當天,梁俊
日舉行記者會受到關注。
此後,見面會後記層出不窮,可見人氣和話題性。 值得一提的是,梁俊日對粉絲說:""我想在
大家身邊,我感到非常幸福,非常感謝大家。難以言表,看我的表情,就會知道我有什麼感受
。非常感謝""。
二場見面會門票2000多席全部售罄。梁俊日說:""聽到消息,我又再確認。一開始看到Cafe
不敢相信,於是給OUI代表發了信息。說對了的時候,就癱在座位上"",""出生後第一次有這種
感覺。大家的愛像波濤一樣拍着我,我無法呼吸。""
梁俊日出演JTBC《Sugar Man 3》後,人氣直逼綜合症。不過,梁俊日回美國時,根本不知道
國內情況。
對此,梁俊日說:""早上起牀後,我就變得年輕得認不出自己。在《Sugar Man 3》時,50多歲
的梁俊日曾說不能和20多歲的梁俊日競爭,現在要嘗試競爭"",露出可愛的抱負。
目前專屬合約已收到多家公司邀請。被選爲廣告也收到很多祝賀,但粉絲還是很擔心,怕自
己是否真的收到清算,。""現在的經紀公司,廣告代理都害怕大家,太踏實了。""
梁俊日計劃短期內往返美國韓國展開活動。 因爲還沒結束所有美國生活。最後說:""離開
韓國時非常想念。雖然有很多辛苦的事情,但回顧人生,總有些幫助我的人"",""我想在韓國
生活。即使不從事演藝活動,我也想在這裏生活。""
OSEN: Kim Eun Ae
https://entertain.naver.com/read?oid=109&aid=0004143572
https://i.imgur.com/WX7XbNI.jpg
https://i.imgur.com/d8HlI6h.jpg
https://i.imgur.com/NRism2w.jpg
===
見面會 Fancam
https://youtu.be/cHzwu1QMZRM Rebecca
https://youtu.be/gYeFN89Ztu8 Ganadaramabasa
https://youtu.be/mXYURZTZvCA Dance with Me Miss
https://youtu.be/j4TmqE6cb7k Fantasy
===
LOTTE 家庭購物廣告 (Rebecca改詞)
https://youtu.be/WwYEVon906M
所有的離別 (1987年, Rebecca原版)
https://youtu.be/rUZ6Qz9auQw
Newsroom 訪問 中字 cr.梁俊日的Fantajiy
https://reurl.cc/6gODdM
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 14.199.217.22 (香港)
"
"haohaomin","[閒聊] #年度最惡劣韓團?!","Mon Dec 30 23:24:52 2019","290","83","#年度最惡劣韓團?!
https://www.facebook.com/watch/?v=1450846018408693
2:26~
媒體業開譙：
1.事先說每一家媒體有15分鐘專訪，後來直接取消所有訪問
2.還沒準備好的情況下就來接受專訪，有的成員未穿鞋，一半的成員在玩手機，一半成員
拍照心不在焉
3.去年專訪過他們，公司要求只能拍一張照片，卻沒有事先說明，閃光燈閃了兩下就被擋
說拍太多了，一張就夠了
4.提問的問題被刪除只剩3題，提問內容也被翻譯亂翻非原內容
5.不准記者臨時提問，因為藝人年紀太小，無法正確回答問題
6.預定30分鐘的記者會，直接砍半只有16分鐘
.
.
.
.
.
https://i.imgur.com/MyHvTln.jpg

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 223.136.199.93 (臺灣)
"
"jinyi","[新聞] 2019SBS演藝大賞，大賞得主劉在錫","Sun Dec 29 00:28:31 2019","248","103","媒體名稱：mydaily
新聞連結：
http://www.mydaily.co.kr/new_yk/html/read.php?newsid=201912290056755545&ext=na
記者姓名：權惠美
(若有則必須貼出)
新聞全文：
9年來引領SBS《Running Man》的諧星劉在錫獲得今年的大賞。
28日晚間，在首爾麻浦區上岩洞SBS稜鏡塔舉行""2019SBS演藝大賞""，由主持人金成柱，諧
星朴娜勑，主播曹正石主持。
時隔4年再度獲得大賞的劉在錫表示:""不知道該說什麼。非常感謝大家。《Running Man》
明年就要迎來10週年，方才採訪的時候也覺得如果能和成員一起獲得大賞的話就好了。一
個人得了大賞，對成員們感到不好意思，也很謝謝。""
對製作組和其他大賞候補者也表示感謝的劉在錫表示""最重要的是10年間一直在一起的成
員們，10年間有很多困難的時候，都是互相依靠著一起挺過的。感謝喜愛《Running Man》
的粉絲們""，""要說什麼的話，最近綜藝節目漸漸失去了位置""。對堅持走自己的路的製作團
隊和成員們，以及一起出演節目的嘉賓表示感謝。""不知道在10週年的時候會展現出什麼樣
的變化。雖然有難題是事實，但我會努力。""
劉在錫還說:""在出演《Running Man》的嘉賓中，想起了今年遺憾地前往天堂的具荷拉和雪
莉。希望兩位在天堂能夠安穩自在的做你們想做的事情。""
接著提到""如果說我以前有過'沒有開心的事情嗎?'，'沒有心情好的事情嗎?'的想法，那麼
最近我覺得很感謝平凡舒適的一天和日常。感謝為我創造寶貴日常生活的，我的一天，一
週，一年的人們。""
最後說:""比起長篇大論，祝大家新年快樂。雖然不知道之後會有什麼樣的變化，但是我會
開拓別人沒有走的路。希望明年能有更多的綜藝人來參加這個慶典""。
https://www.youtube.com/watch?v=8XMZcX6wp0M
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 1.162.4.179 (臺灣)
"
"StressND","[閒聊] 娜璉送的花 IU一直留著","Fri Dec 27 16:28:28 2019","72","183","https://wx2.sinaimg.cn/large/0067sxldgy1gab8gbw9ooj30n00vygq2.jpg
https://wx1.sinaimg.cn/orj360/0067sxldgy1gab8g22pibj30n01rdwlj.jpg
https://wx1.sinaimg.cn/large/0067sxldgy1gab8g3bvxvj30n01q3120.jpg
https://wx2.sinaimg.cn/large/0067sxldgy1gab8g5cqc6j30m80cita6.jpg
https://wx4.sinaimg.cn/large/0067sxldgy1gab8g5td87j30iw0e6myq.jpg
https://wx4.sinaimg.cn/large/0067sxldgy1gab8g67ndaj30n00rq77y.jpg
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 39.10.42.243 (臺灣)
"
"elvissu","[新聞] Big Hit收購Gfriend所屬公司 MBC出演告吹","Thu Dec 26 15:21:19 2019","266","100","Big Hit收購GFRIEND所屬公司 MBC出演告吹
GFRIEND作為BIG HIT旗下Source Music的招牌女子組合備受喜愛，《2019 MBC歌謠大祭典
》的出演告吹。
MBC最近公開了""2019MBC歌謠大祭典""的出演者。 但是相關陣容中沒有GFRIEND的名字，讓
很多粉絲們感到遺憾。
2015年出道的GFRIEND在之前發表的每張專輯都席捲榜單和音樂放送ㄧ位，聚集了超高人
氣。今年1月14日發行正規2輯、7月1日發行迷你7輯的GFRIEND，在MBC《SHOW! 音樂中心
》三次獲得第一名。
特別是GFRIEND在1月發表的正規2輯主打歌成爲2019年音樂放送的首個大滿貫主人公之後
，7月以迷你7輯主打歌《Fever》成為今年最活躍的2個大滿貫。
https://i.imgur.com/NdpKQAq.jpg
儘管如此GFRIEND卻和Big Hit新人組合TXT一起沒能進入""2019MBC歌謠大祭典""的陣容。
雖然會出演《2019 SBS歌謠大戰》和《2019 KBS歌謠大慶典》,但是不出演《2019 MBC歌
謠大祭典》多少有些疑問。
https://i.imgur.com/hhgFmxL.jpg
對此，OSEN的採訪結果顯示，BIG HIT收購的SOURCE MUSIC所屬的GFRIEND以與防彈少年團
沒有區別爲由,受到了MBC的不利待遇。 防彈少年團因為海外日程不能參加""2019MBC歌謠
大祭典"",對GFRIEND產生了負面影響。
某歌謠界相關人士對OSEN表示:""從電視臺的立場來看，防彈少年團邀請是最重要的,這是
大家都知道的事實。 但是，利用這些方法產生其他受害者是不正確的。 現在已經不是電
視臺以藝人出演為條件的年代了。""
https://i.imgur.com/pFqscod.jpg
31日,防彈少年團將參加在美國紐約時代廣場舉行的ABC電視臺新年前夜特輯節目，因此不
參加""2019MBC歌謠大祭典""是日程上不可避免的選擇。
但是MBC方面受到了根據防彈少年團的出演與否，在年末舞臺等音樂節目中限制同一所屬
公司歌手出演的嫌疑。 MBC的這種措施被認爲是公營電視臺的蠻橫行爲，預計很多K-POP
粉絲和觀眾會感到失望。
另外，OSEN無法聯繫到MBC。
http://naver.me/GYiqOFbE
== == == == == == == == == ==
女友從2015出道後每年都有參與歌謠大祭典

--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.83.159.231 (臺灣)
"
"coooooo","[情報] Naver電影 白頭山評分和評論","Wed Dec 25 10:54:56 2019","439","170","評論是從百度韓影吧轉成繁體，然後修改成台灣慣用語，不是我自己翻譯的
白頭山損益點:700萬人次
導演 李海準，金丙書
主演 河正宇，李炳憲，馬東石，全慧珍，裴秀智

白頭山目前NAVER評分：
有在Naver預購電影票的觀眾7.95
其他網友5.78
影評員 5.67
https://imgur.com/XQPlkt4.jpg
有在Naver預購電影票的觀眾
1: 這樣的陣容只能打造這種電影？到底想給大家看什麼？就是將已有的大作電影拿來拼
湊拼湊，變成一部這也不是，那也不是的電影。也不是災難片，也不是大片，也不是諜戰
片，片中的新派是什麼？真是不知道製作了一部什麼亂七八糟的東西
2: 今天早上看了..就是有點詫異..是我看多了美國軍隊動作片所以這樣覺得嗎？有很多
遺憾
3: 雖然影像漂亮很好..但是故事不感動，有點無聊，到底是想表達什麼呢，只感覺到長
白山很急著要爆發。刺激，感動，傷心…這三點中至少讓我感受的一點也行啊..是我要求
的太多了吧…可能會和其他影迷們的想法不同，這僅是我的個人意見
4: 遺憾地從電影院出來後給出一句評價…一般…
5: 看了廣告後非常期待，看了電影好像沒有達到我的期待值
6: 長白山爆發時實際可能會發生的事情這真的很可怕，電影的剪輯有點可惜
7:  規模果然是大作，被嚇到了，果然製作費高的電影就是不一般
8:  期待滿滿去的電影院果然不負眾望，演員和故事都是歷代級的好
9：沒有任何想法的看完了
10: 李秉憲的演技真是不得了！！！李秉憲和河正宇的化學反應也是很棒
網友
1: 我們國家的電影裡面為什麼美軍是惡，北韓是善？
2: 要來刷評論的話也得別露出馬腳的去刷才行啊
3: 數著時間看完了電影
4: 拜託不要一直拍跟北韓有關的電影… 特別是這樣的電影中還把經常幫我們的友邦美國
刻畫成敵人
5: 我的錢..
6: 韓國的CG技術真是越來越好了…以前<Tube>這部電影裡的白日爆炸戲CG還歷歷在目
7: 看完覺得很有趣
8: 沒有有著演技缺陷的演員，所以這部電影投入感非常高！CG很優秀，電影中間的幽默
橋段讓128分鐘的片長變得不無聊，李秉憲演戲的時候真的是“甲”
9: 刷評論的怎麼這麼多
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.8.225.250 (臺灣)
"
"VieriKing","Fw: [新聞] 191223 IU 年末臨近，為祖孫家庭捐贈一億","Mon Dec 23 18:03:17 2019","392","54","※ [本文轉錄自 IU 看板 #1U093093 ]
作者: VieriKing (\IU♥李知恩♡Uaena/) 看板: IU
標題: [新聞] 191223 IU 年末臨近，為祖孫家庭捐贈一億
時間: Mon Dec 23 18:02:37 2019
https://n.news.naver.com/entertain/article/311/0001090332
191223 年末臨近，為祖孫家庭捐贈一億“無止境的善行”
https://i.imgur.com/vl4SJ7e.jpg
歌手兼演員IU(本名李知恩)在歲末之際為留守兒童捐贈了1億韓元
據Xsports23日新聞報導，IU在聖誕節來臨之際，向兒童福利機構“綠色雨傘兒童財團”
捐贈了1億韓元。
IU從2015年開始為“綠色雨傘兒童財團”做善事，向因單親或留守而生活窘迫、被人疏遠
的兒童慷慨解囊，同他們分享溫暖。
不僅如此，IU通過“綠雨傘兒童財團”向因經濟困難以進入大學並實現夢想的大學生們支
援了學費及住宿費2000萬韓元。另外，IU粉絲Uaena不僅為重症殘疾人提供志願服務，還
支援了2000萬韓元的取暖費。
今年4月也曾援助過江原山火 受害兒童1億韓元的IU,至今為止已經向綠色雨傘兒童財團的
兒童進行七億元以上的援助。
綠色雨傘兒童財團方面對《世界博覽會新聞》表示:""IU正在一直持續性的進行捐款， 這
次也贊助了1億韓元""，還有""每到年末或兒童節,都為那些祖孫家庭的孩子們提供援助,真
的非常感謝""。
IU今年11月發行了第五張迷你專輯《Love poem》，已於本月21日通過在馬來西亞吉隆坡
舉行的演唱會與粉絲們見面。

備註:
IU自2018年以來已為各種事業捐獻了總計9億韓元（800,000美元）的捐款。在過去的五年
中，每年向各種慈善機構捐款3億韓元至5億韓元。今年更是被福布斯評為亞洲慈善英雄之
一，出道以來一直堅持做善事
(翻譯cr.onlyU-IU)
--
我們知恩真的是天使... ><
最大的花費是捐款
--
2019 11.01 Love poem - IU
https://i.imgur.com/UaicXZo.jpg
https://i.imgur.com/yEvuzzV.jpg
自製 Melon 五分鐘圖表 - https://uaena.vks.tw/melon.php (up.180102)
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.241.125.233 (臺灣)
"
"FengYue","[新聞] Lovelyz GoldenChild RocketPunch 音銀特別舞臺""反應火熱""","Sat Dec 21 23:09:29 2019","175","81","媒體名稱：
behind
新聞連結：
http://www.behindpress.com/news/articleView.html?idxno=7000
記者姓名：
金素賢
新聞全文：
Lovelyz,Golden Child和Rocket Punch音銀特別舞臺""反應火熱""
https://i.imgur.com/4TLZ4jY.jpg
Woollim娛樂旗下歌手們在KBS 2TV‘音樂銀行’出動,在年末特輯展現了豐富多彩的舞臺
Woollim Entertainment所屬藝人Lovelyz,Golden Child和Rocket Punch在20日下午播出
的KBS 2TV《音樂銀行》年末特輯中展現了特別的舞臺。
https://i.imgur.com/l8y3uDD.jpg
Lovelyz的第三張迷你專輯主打歌《Twinkle》自2017年發行以來,連續三年出演音樂銀行
結算舞臺,成為最具代表性的冬季歌曲。
當天,Lovelyz演唱了具有獨特特色的歌曲,並增添了更深的感性,讓人聯想起溫暖的冬天。
https://i.imgur.com/lF8Scu6.jpg
Golden Child在首張正規專輯主打歌《WANNABE》的舞臺上展示了Seventeen的《毒:Fear
》。 不僅展現了充滿魅力的群舞,以流暢的現場表演展現完美配合的Golden Child讓粉絲
們為之傾倒,展現了""完美型偶像""的真面目。
00年生的崔普閔,Astro尹產賀,Stray Kids鉉辰和AB6IX大輝組成的""00s""的GOT7《剛剛好
(Just right)》舞臺以與年齡相符的可愛魅力抓住了觀眾的視線。
https://i.imgur.com/vUPTZcg.jpg
Rocket Punch以自己獨有的風格重新詮釋的TWICE的《Feel Special》舞臺吸引了人們的
視線。 充滿能量的表演和出色的現場表演展現了不像新人的潛力的Rocket Punch,完成度
高的舞臺讓人感嘆不已。
https://i.imgur.com/Mtca9gj.jpg
當天播出的Woollim旗下藝人的特別舞臺視頻在門戶網站視頻排行榜上名列前茅,一度成為
話題。
Lovelyz""Twinkle""舞台,Golden Chailed""讀:Fear""舞台,崔普閔所屬的00s""剛剛好""舞台
,Rocket Punch""Feel Special""舞台從第1位到第5位,Woollim旗下藝人的人氣持續上升。
-----------------
Lovelyz 鐘聲/Twinkle
https://youtu.be/JRAJstbiQnU  [email protected]
Golden Child
WANNABE & 毒：Fear (原唱：SEVENTEEN；九月第四週一位)
https://youtu.be/gRKz4aidXFo Cr.KBS World [email protected]
Rocket Punch Feel Special (原唱：TWICE；十月第一週一位)
https://youtu.be/TnpvX6EsxKU  [email protected]
-----------------
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 111.249.49.167 (臺灣)
"
"beaqu","[新聞] 2019最夯韓劇IU《德魯納酒店》第一！冠軍","Thu Dec 19 18:01:28 2019","178","140","媒體名稱：
娛樂星聞
新聞連結：
https://pse.is/MH8K8
記者姓名：
孫伊萱
新聞全文：
知名線上影音串流平台愛奇藝台灣站公布了2019「十大熱門陸劇」、「五大熱門台劇」、
「十大熱門韓劇」、「五大熱門韓綜」、「五大熱門陸綜」、「五大熱門電影」等六項年
度流量排行榜（瀏覽量統計2018/12/1~2019/11/30）。愛奇藝台灣站2019全年衝破17億流
量，韓劇則是女神們激烈廝殺，李知恩（IU）、朴敏英爭奪冠亞軍，最終由霸氣又傲嬌的
「張滿月社長」，再度圈粉無數，劇中的造型、華麗的客串嘉賓都引發高度討論，掀起一
陣「滿月」旋風，《德魯納酒店》衝上全年最受歡迎韓劇第一。狂跑九年的韓綜《
Running Man》持續推出新環節和感人的九週年特輯，站穩在台韓綜的人氣王及流量冠軍
。
近年來改編作品亦受到大眾相當程度的喜愛，如改編自網路小說的《她的私生活》，找來
「電眼男神」金材昱搭配「喜劇女王」朴敏英，上演一場「成人式」戀愛，兩人之間電流
十足，金材昱在劇中飾演的Ryan Gold館長，舉手投足都讓粉絲們忍不住尖叫，更為他獲
得「金撩慾」、「行走賀爾蒙」等封號。除了《她的私生活》外，《觸及真心》及《先熱
情的打掃吧》及人氣爆棚的《無意間發現的一天》分別改編自網路小說及漫畫，先前以《
鬼怪》的「千年CP」獲得粉絲喜愛的李棟旭、劉寅娜，藉由《觸及真心》再續前緣，果然
一開播就引發關注，年初首播不到24小時就破百萬流量。而歷經女主角金裕貞生病及男主
角換角風波的《先熱情的打掃吧》，尹鈞相、金裕貞兩人突破12歲的年齡、27公分的身高
差異，以俏皮、生動的演技擄獲觀眾的目光，兩人還吻出近三分鐘的吻戲，堪稱韓劇史上
最長吻戲，讓本劇躍上第八名的好成績。
第四至第十名，分別為《男朋友》、《皇后的品格》、《WWW：請輸入檢索詞》、《天才
醫生車耀漢》、《先熱情的打掃吧》、《驅魔神醫Priest》及《VOICE 3》，整體而言今
年前十名韓劇愛情類型佔了60%，前四名的作品也都屬於高甜、浪漫的類型，大小男神呂
珍九、金材昱、李棟旭、朴寶劍等各種撩妹招式，令粉絲忍不住手腳捲曲，可見愛情劇仍
為追劇族的主要偏好。但以職場為主、愛情為輔的《WWW：請輸入檢索詞》、《天才醫生
車耀漢》亦吸引不少劇迷關注。去年所掀起的一陣驅魔風，今年依舊有許多粉絲支持，《
驅魔神醫Priest》以另類題材站穩第九名的位置，系列作品《VOICE 3》延續先前的好成
績，同樣獲得劇迷的關注，擠進年度韓劇第十名。
至於2019年度韓綜排行榜，今年由人氣節目《Running Man》連莊奪下冠軍寶座，第二至
五名分別是《小森林》、《PRODUCE X 101》、《西班牙寄宿家庭》及《Coffee Friends
》。《Running Man》從2010年播出至今，紅遍全球，更在亞洲地區舉辦了巡迴粉絲見面
會，造成粉絲狂熱迴響、收視節節高升。療癒系育兒綜藝《小森林》則是源於暖男李昇基
的點子，邀請李瑞鎮、庭沼珉、朴娜勑在純淨的自然環境裡開「托育中心」，化身超級保
姆照顧小孩，其中李瑞鎮與混血女孩「布魯」似親父女的甜蜜互動最屬吸睛，最終回兩人
含淚的離別擁抱更是看哭了不少忠實觀眾！
今年上榜的韓綜舉凡《小森林》、《西班牙寄宿家庭》及《Coffee Friends》三檔節目皆
著重療癒、輕鬆路線，結合美食、旅行、經營體驗等元素，真人實境秀的拍攝方式受到網
友一致好評。尤其眾多演員的跨界參與實為吸睛，在《西班牙寄宿家庭》中，最強煮夫車
勝元和柳海真、裴正南經營朝聖之路途中的「寄宿之家」，為韓國背包客一解思鄉之情，
豐盛飯菜招待、貼心不打擾的三暖男服務贏得高收視、高口碑的推薦；《Coffee Friends
》則由演員柳演錫和孫浩俊為首號招崔智友、梁世宗在濟州島經營咖啡廳，白種元、EXO
世勳、允浩、南柱赫等超強明星好友連番助陣當起打工仔，美景配上美食，其所得更全數
捐出公益，歌手、演員們在實境節目中事必躬親的誠意，讓2019年的韓綜充滿暖心氣息。
心得或評論(選填)：
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 61.228.43.113 (臺灣)
"
"sunnyjong31","[新聞] 結實肌肉炸開，NU'EST白虎優越的身材","Wed Dec 18 11:28:37 2019","549","190","https://youtu.be/PqHw5beMSYM (Men's Health Korea 白虎影片)
https://i.imgur.com/ravlJ3b.jpg
NU'EST白虎夢幻的體格撕碎了女心。
17日NU'EST透過官方IG發佈了一段簡短的影片。
在影片中白虎登上了男性雜誌Men's Health1月號封面。
https://i.imgur.com/92QscV2.jpg
同時公開的封面中白虎脫掉上半身展現明顯的肌肉，吸引了人們的目光。
結實的腹肌和性感的人魚線讓很多女粉絲睡不著覺。
在另一張封面照片，白虎只穿了一件白T但卻能展現出太平洋的肩寬
https://i.imgur.com/1eaRGZP.jpg
雕刻般完美的白虎身材刺激了人們減肥的慾望。
看到白虎健美身材的網民們紛紛留下評論「真是歷代級啊」「這就是白虎等級啊」等，反
響十分熱烈。
https://www.instagram.com/p/B6KokOZhdDP/
Cr. https://www.insight.co.kr/news/259547
白虎我愛偶像專訪預告：
https://youtu.be/0HAFVjRI5Ds
12/18 20:00  https://youtu.be/MaBTevZHaD0
12/19 20:00  https://youtu.be/S9PQ8SbCGl4
--
※ 發信站: 批踢踢實業坊(ptt.cc), 來自: 101.12.62.94 (臺灣)
"
